id,folding,method
bpRNA_RFAM_34152,.........(((((((.((.((.....)).)).)))))))....(((.((...........)).)))(((((((....)))))))..................((((((.....))))))...........((.((.((((......)))).))..))...,MXfold2
bpRNA_tmRNA_184,(((((((...((((.(..(((...))).).))))(((.(((......((((((........))))))....))))))............(((((.(......).)))))..(((..((((......))))..)))(.(....((((..............)))).....).).........((((..(((((((((((...((((..((((..(((((..(((......(((....)))...)))...........)))))...))))..))))..)))))...((((((............)))))).....))))))..))))...(((((.......))))))))))))....,MXfold2
bpRNA_RFAM_27612,.(((((((....))))))).........(((((......)))))..,MXfold2
bpRNA_RFAM_19322,............(((((.(((((..((.(((((......(..(..........)..).......))))).)).))))).)))))........,MXfold2
bpRNA_RFAM_11088,...((((((.(((((((..((((.......(((((...........))))).))))..))))))).)))).))..,MXfold2
bpRNA_RFAM_34740,......(((..(..(((((...((.(....((((...))))...).))....)))))..)..)))..........,MXfold2
bpRNA_RFAM_15616,....(((((......((..........(.(((............))).).))....))))).................(((((((.((.((((((.......)))))).)).))))))),MXfold2
bpRNA_RFAM_38158,..(((((.......)))))(((((................))))).......(((((.(((((...((....))...)))))......)))))......................((...((((((...............))))))..))...,MXfold2
bpRNA_RFAM_21021,..........(((...((((.................))))....)))...................................................................................................,MXfold2
bpRNA_RFAM_16526,...(((((((((....................................................................................................................)))))))))...................,MXfold2
bpRNA_RFAM_4909,.((((((.(((((.(((..............))).)))))))))))...((((.........))))............................((((((.....)))))).,MXfold2
bpRNA_SPR_109,(((((((.(((.((((((.....(((.....))).....)))))).))).......(((((.......))))))))))))....,MXfold2
bpRNA_RFAM_2509,(.(((((((((((((((((((((((((....)))))))).(((...)))..((.((........)))).((((.......)))).(((.((((((.(((((....))))).)))))).)))........((((((.....((........((((((((.((((.(((((((....((((((......)))))).)))))))((((....((.(.(((.(((......)))...))).)...)).....)))).((..((...........)).))(((((....)))))....)))))))))))).......)).....))))))...((((.(((....))).)))).........)))))))))(((((((.(............).))))))).....)))))))).)....,MXfold2
bpRNA_RFAM_13965,.((((((....(........(((((.((((.......)))).)).)))..)..))))))..........((((.(......(((((((((((.........))))))))))).......).))))......,MXfold2
bpRNA_SRP_861,.(.(((((.(((.((..(((.(.((..((.....(((.....(((....))).....)))..))..)).).)))..))....)))...))))).).....,MXfold2
bpRNA_RFAM_20652,.(((((.((((.((((((((((((..(.(.((((.(((((.......(((((..........)))))..........))))).))))).)..)))))))))))).)))).))))).,MXfold2
bpRNA_RFAM_12829,...........((((...(((((...)))))(((.(.((.......((((((.....))))))..)).).....)))........((..(((((.......)))))....))..)))).............................,MXfold2
bpRNA_RFAM_42454,..((.((((((....((((((............)))))).)))))).))..(((((((.((((((((....((((.......))))..))))))))))))))).....,MXfold2
bpRNA_RFAM_357,.((((((((....((..((((.......((((............))))........))))...))((((((......(((((...........))))).....))))))))))))))..,MXfold2
bpRNA_RFAM_9904,......(((((((.((((........)))).))))))).....................((((....))))..(((((((...(......(((((((((..........)))))))))......)..))))))).......,MXfold2
bpRNA_RFAM_30475,.............(((.(................).))).........((...((.((.((((((.(........).))))))...)).))...)),MXfold2
bpRNA_RFAM_37436,...((((.(((....))).)))).......((((........))))..(((......(((((((.......)))))))....))),MXfold2
bpRNA_RFAM_1318,(((((((..((((........))))..((((.......))))......(((((.......)))))))))))).,MXfold2
bpRNA_RFAM_26363,............(((((.(.(((...((.((((((((......)))))))).)).))).).)))))...........................................,MXfold2
bpRNA_SPR_503,...............................................(((((.......)))))...........,MXfold2
bpRNA_RFAM_35232,.............(((((.((....)).))))).........(((((((((((........((.....))........))))))))))).................(((((((.(((((.((((....(((..........)))....)))).)))))....)))..))))....................,MXfold2
bpRNA_tmRNA_138,(((.((((......(.(.(((((((.....((((........))))(((((((((.((((((......(((((..(((................)))..)))))............((.....))(((((((....)))))))...((((.......)))).))))))))).)))))).(((((.........)))))..............(((((...............((((((..((......)).........)))))).)))))..((...(((((...........))))).....))(((.....)))..)))))))).)...))))..........))).....(((..((((.......)))).....)))....,MXfold2
bpRNA_RFAM_3009,.(((((.(((((...(((((........(((.......)))........)))))..)))))...)))))......((((....(.........(((((.(((.((..((....(((.(((((((((((.(((......)))..)))))))))))...)))....))(((..((((.......))))...))))).))).)))))..)....)))).,MXfold2
bpRNA_CRW_26828,((((.((..(((..........))).(((((.......))))).....(((((.......))))))).)))).......,MXfold2
bpRNA_RFAM_19701,.(((((((((.(((.((.(((..((((((((..(((((.(((((.(((.......)))))).)).)))))..))))))))..))).)).))).)))))..)))),MXfold2
bpRNA_RFAM_6661,(((((((..(((((((.((.....((....))....))...))))))).(((....(.(((...((......((...((..((............))..))...))......)).....))).)..))).(((..((...............))..)))...((((......((....)).......))))(.((((......((.(..(...............)..).)).......)))).)(..((.........))..)....)))))))......(((((((.......))))..))).......,MXfold2
bpRNA_SPR_205,(((((((..(((...........)))((((((.......))))))(((.....)))..(((((.......))))))))))))....,MXfold2
bpRNA_RFAM_34675,.(.((((((((((((......(((((((.((((.......)).)).)))))))........)))))))))))).)..((((.....))))...(((((...((......)).))))).....................,MXfold2
bpRNA_RFAM_5202,......................((((((((..................((((....((((((...(((..((((....))))..)))......))))))....)))).)))))))).....(((.(.(((((..(((((...(.((((((((...............)))))))))..)))))...)))))........).))).....................,MXfold2
bpRNA_RFAM_2720,..(.((((((......(((.((((((((........))))))))...........(((((.(((..(........((((.......))))(((((....)))))........(((............(.(((....)))...).))).(((((((.........))))).))((((((....)))))).(.(.((((((((((...........((((.........)))))))))))))).).)......)..))).)))))..(.(((.(..((((............))))..)....))).)..)))......)))))).)......,MXfold2
bpRNA_RFAM_4907,....(((((((((((....)))))))))))................................................((.((((......)))).))..........,MXfold2
bpRNA_CRW_15828,.((((((((((.(.((((((....(..(.((.(.......).))...)..).....)))))).....).)))...(((((.............)))))...)))))))...,MXfold2
bpRNA_RFAM_34934,(((.......)))..((((((...((((...))))...))))))........,MXfold2
bpRNA_RFAM_21216,..........((((....)))).((((...(((......(((((.(((((((..(.(((.((.......)).))).)..)))))))...)))))......)))..)))).....,MXfold2
bpRNA_RFAM_1339,....(((((((....))))))).........................(((.(.......).)))........,MXfold2
bpRNA_RFAM_24005,............((.((.....((.........))....)).)).....................................,MXfold2
bpRNA_RFAM_35590,(((((........))))).................,MXfold2
bpRNA_CRW_30906,.((((((..(((.........))).(((((.......))))).....(((((.......)))))))))))..,MXfold2
bpRNA_RFAM_16655,............................((((((((.((.......)).))))))))(((((((.(......).))))))).......................((((.(..((.((........))))..)))))..,MXfold2
bpRNA_RFAM_9931,.......................................................,MXfold2
bpRNA_RFAM_21832,....((((.((((((((((((..(.((((((((((.((((.(.(((((((((((((((((.(((........))).))))))))))))))))).).)))).)))))))))).)..)))))))))))).))))....,MXfold2
bpRNA_RFAM_26568,.........................................................................((((.(((.....(((.......)))....))).))))................................(((((((((...((((((...........................................................................................................................................................................................))))))..)))))))))................................................................................((((.(((((.((((((((........)))))))).))))).))))....,MXfold2
bpRNA_RFAM_15727,((((((((.(((((...........(((....)))....)).))).)))).))))........................(((((((.((((((.((....)).)))))).)))))))...,MXfold2
bpRNA_RFAM_19371,......(((((((((((.((((((.((.((.((.(..(((........))).).)).)).)).)))))).)))))))))))............,MXfold2
bpRNA_RFAM_21545,............((((((....((((((..(((........................))).))))))....))))))............,MXfold2
bpRNA_RFAM_21294,....(((((((((((((((.((((((..((((..................)))))))))).)))))))))).)))))...,MXfold2
bpRNA_SPR_158,((((.((..((((.........)))).(((((.......))))).....(((((.......))))))).))))....,MXfold2
bpRNA_RFAM_35846,((((.((((....((((.....))))...)))).)))).......................................(((((..............(.((((((((((.(((((........((((..((((..((........))..))))...))))........)))))(((((((((.......)))))))))...)))))))))).)......))))).,MXfold2
bpRNA_RFAM_1706,.........((((.......))))......((.((.........(((((.(.......).))))).)).)),MXfold2
bpRNA_RFAM_22941,......(((((..(((..((.((.(((((.....((......))....))))))).)).....(((.((((((....)))))).)))((.......))..))).........)))))....,MXfold2
bpRNA_RFAM_22311,.((((.(((..((.((((((((((((((((((((((((((....(((((((...(((((...((((((.((...(((..........)))...)).))))))............)))))..)))))))......)))))))))))))))))))))))))).))))).)))).,MXfold2
bpRNA_RFAM_9280,.........(((((((.....(((.(....).)))......(((..((((((...(((((((.......))..)))))....))))))....)))((((........))))((((........))))..((.(((((.........)))))...))((((((..((((...................))))..))))))..))))))).....,MXfold2
bpRNA_RFAM_19923,.((((((.((.((.(.((((((((.(((((((((.((...((.....(((((((...........))))))).........)).....)).))))))))).)))))))).).)).)).)))))).,MXfold2
bpRNA_CRW_52127,...(((((((..((((........)))).(((((.......)))))....(.(.((......)).).))))))))..,MXfold2
bpRNA_tmRNA_252,.......................................((((.....((((.........))))......))))................................(((((.(..(((((.......)))))..).............))))).((((((((...((...........))..))))))))...........(((((....((((((........)))))).....)))))............................(((((....(((((.......)))))..)))))....................................................................,MXfold2
bpRNA_RFAM_23022,............(.(((((((((((((((((((((((((((((................))))))))))))))))))))))))))))).)........,MXfold2
bpRNA_RFAM_36491,(...(((((.......(.((((((((.((......)).)))))))).).......)))))..)....,MXfold2
bpRNA_RFAM_41786,(.(((..((((((............((((((((.................)))))))).......))))))..)))..)............(.(.((.(...(((((.....((...........)).....)))))..).)).).)........,MXfold2
bpRNA_RFAM_15485,((((..............((((..(.....((((..((((((....))))))...))))...)..)))).....)))).....,MXfold2
bpRNA_RFAM_24439,..(.(..(((((..........))))).........).).................(((((...((((.(((((((((((.......)))))))))..)).))))..))).))........,MXfold2
bpRNA_RFAM_12084,.................................(((.((((....)))).))).............................................,MXfold2
bpRNA_RFAM_5418,....((.(((.((..((((.......)))).)).((((....((.(((........))).)).....)))).....(((((....))))).....(.(.(((((.......))))).).).(((.......))).......))).))....,MXfold2
bpRNA_RFAM_22684,............(...((((((....))))))...)...((((.(((.((.......))...)))))))......,MXfold2
bpRNA_RFAM_10893,.(((((......)))))......................(.((((((((((((.......)))))))))))).)....(((((...((((......))))...)))))...,MXfold2
bpRNA_RFAM_11176,.(((((..(.(((...((((((((..(((((..(((((............))))).)))).).))))))))...))).)...))))).,MXfold2
bpRNA_RFAM_22328,....(((.((((((((.(.....((((.(......(((...(((((...))))).))).........).))))...).)))))))).))).....,MXfold2
bpRNA_RFAM_23233,.(((((((....)))))))...((((.......)))).........,MXfold2
bpRNA_RNP_310,........((((.(((((...(((((((.((((((........((((((........((..((......))..)).........))))))......)))))).((((........)))).....((...((((((.......)))))).))(((.((....)).)))..(((((.........))))).(((.((.(..((((((((.(((....(((.(((.(((.(((((..(((..((...((...((((.(((....))).))))..))...........))..)))....))))).))).....)))......)))....))).))).)))))..).)).)))...)))))).)..))))).).))).................,MXfold2
bpRNA_RFAM_3116,.(((((.....(((.((((...(((((...........)))))...))).)..)))(((((((((.....((((((.....((...((((.....))))..)).....))))))..))))))))).(((((((((....)))))))))......(((((........))))))))))..,MXfold2
bpRNA_CRW_54599,......................((((((((..(((((....((((...(((.((((((((.(....).))((((((.(((...)))..........)))))).....))))))..))).((.(((((.......))))).)).....((((((((..(((((((....(.(.....((((((..(((....((((.(((....)))))))(((.((.((.......))..)).)))))).......))))))..........).)...)))))).....((((...((((......))))..)))).(((....)))...)..))))))))((.....((((((.((.(.(((((.............))))).............).))..........))))))......))))))...)))).)..))))))))..,MXfold2
bpRNA_RFAM_37447,..(((((((((....)))))))))...............................((((.....)))).......,MXfold2
bpRNA_RFAM_19780,..............(((.(..(.((((.((((.((((.((((((.................)))))).)))).)))).)))).)..).)))...............,MXfold2
bpRNA_RFAM_7648,...((.(.....((.(((((.(((((((.(((((((.((((.((............)).))))))))))).))))))).))))).))...).))......,MXfold2
bpRNA_RFAM_20284,....((((..((..(.(((((.((((((......(((((((............)))))))..)))))).))))))..))...)))).....,MXfold2
bpRNA_CRW_28984,((.(((........(((.....)))..((((((.......))))))...(((((.......)))))))).))...,MXfold2
bpRNA_RFAM_4052,(((((((....((.((((.(((.(((.........))).)))(((.((..((...(((((...................)))))......))..))...)))...(((..((....))..)))....(((((.(..((((((..........))))))...).)))))..((..((.....(((((((........(((.....)))..)))))))......))...))(((......((((...((((........)))).)))).............))).(((((..((((((.......))))))...............)))))((((((((((((((...(..(.......((((((......))........)))).......)..)........)))))))))))))))))).))...)))))))....,MXfold2
