id,dataset_name,folding,method
6N5O,ablation,"[[2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [11, 29], [12, 23], [13, 27], [14, 26], [26, 107], [27, 106], [28, 105], [29, 104], [30, 103], [35, 98], [41, 95], [43, 96], [44, 93], [45, 92], [46, 91], [47, 90], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64], [57, 63], [71, 87], [72, 86], [73, 85], [74, 84], [75, 83], [77, 124], [78, 123], [79, 122], [80, 121], [81, 120], [82, 119]]",C1D+R2D
1MFQ,ablation,"[[1, 128], [2, 127], [3, 126], [4, 125], [5, 124], [6, 123], [7, 122], [9, 119], [10, 94], [11, 117], [12, 116], [13, 115], [14, 114], [15, 113], [16, 112], [17, 111], [18, 57], [19, 56], [20, 55], [21, 54], [23, 52], [24, 51], [25, 50], [26, 49], [27, 48], [30, 45], [31, 44], [32, 43], [33, 42], [34, 41], [35, 40], [43, 108], [70, 105], [75, 86], [76, 101], [77, 100], [78, 99], [79, 98], [84, 93], [85, 92], [86, 91]]",C1D+R2D
6HIZ_0,ablation,[],C1D+R2D
6SG9_0,ablation,"[[7, 139], [60, 131], [118, 140]]",C1D+R2D
6QKL_2,ablation,"[[1, 148], [2, 147], [3, 146], [4, 145], [11, 143], [12, 142], [13, 141], [16, 46], [17, 45], [20, 130], [22, 128], [25, 125], [26, 124], [61, 90]]",C1D+R2D
6WLU,ablation,"[[3, 231], [4, 230], [5, 229], [6, 116], [12, 137], [13, 136], [14, 135], [15, 134], [16, 133], [17, 132], [18, 131], [19, 130], [23, 210], [25, 37], [35, 151], [40, 47], [52, 187], [53, 113], [54, 112], [55, 111], [56, 110], [59, 108], [65, 217], [66, 216], [67, 215], [70, 212], [71, 211], [80, 179], [84, 175], [87, 173], [88, 172], [96, 118], [97, 117], [99, 115], [123, 193], [124, 192], [125, 191], [147, 228], [148, 227], [149, 226], [150, 225], [151, 158], [185, 204], [186, 203], [187, 202], [188, 201], [189, 200], [190, 199], [191, 198], [192, 197], [203, 209]]",C1D+R2D
5AN9_1,ablation,"[[21, 223], [22, 222], [23, 221], [24, 220], [25, 219], [26, 218], [27, 42], [28, 158], [29, 38], [30, 156], [31, 155], [58, 110], [66, 233], [67, 232], [78, 187], [79, 186], [80, 185], [81, 200], [83, 243], [84, 242], [85, 241], [86, 178], [87, 177], [91, 174], [93, 172], [97, 168], [98, 231], [99, 230]]",C1D+R2D
6WLO,ablation,"[[1, 23], [2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16], [12, 338], [13, 337], [17, 68], [19, 66], [23, 258], [24, 257], [25, 256], [26, 255], [43, 244], [44, 243], [45, 242], [46, 241], [47, 240], [48, 239], [49, 238], [50, 237], [52, 233], [53, 232], [54, 231], [55, 230], [56, 229], [57, 228], [58, 227], [59, 226], [60, 225], [61, 224], [63, 222], [64, 221], [68, 146], [74, 140], [75, 139], [76, 138], [78, 137], [79, 136], [80, 135], [82, 128], [83, 127], [84, 126], [85, 125], [86, 124], [88, 107], [89, 106], [90, 105], [91, 104], [93, 102], [94, 101], [95, 100], [110, 120], [111, 119], [112, 118], [149, 218], [153, 334], [154, 333], [155, 331], [156, 330], [157, 328], [158, 327], [159, 326], [160, 325], [161, 324], [162, 278], [165, 199], [166, 198], [167, 197], [168, 196], [172, 193], [173, 192], [174, 191], [175, 190], [176, 189], [177, 188], [178, 187], [179, 186], [180, 185], [196, 206], [197, 210], [207, 293], [208, 292], [210, 290], [211, 289], [212, 288], [214, 286], [215, 285], [247, 266], [248, 265], [249, 264], [250, 263], [251, 262], [252, 261], [253, 260], [254, 259], [286, 336], [296, 321], [297, 320], [298, 319], [299, 318], [300, 317], [301, 316], [302, 315], [304, 314], [305, 313]]",C1D+R2D
6AHR,ablation,"[[1, 341], [4, 338], [5, 337], [6, 336], [7, 335], [8, 334], [9, 333], [10, 332], [11, 331], [12, 330], [13, 329], [14, 127], [15, 126], [16, 125], [17, 124], [18, 123], [19, 122], [24, 33], [25, 32], [26, 31], [27, 105], [28, 94], [29, 214], [30, 102], [31, 101], [34, 61], [35, 60], [36, 59], [39, 56], [40, 55], [41, 54], [42, 53], [43, 52], [45, 323], [46, 322], [47, 321], [48, 90], [49, 89], [50, 109], [51, 108], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72], [66, 156], [69, 79], [70, 152], [78, 305], [79, 304], [88, 107], [89, 106], [91, 104], [92, 103], [99, 161], [100, 160], [101, 159], [102, 114], [103, 113], [104, 112], [105, 111], [106, 110], [116, 134], [117, 133], [118, 132], [119, 131], [120, 130], [121, 129], [122, 128], [126, 245], [127, 244], [128, 243], [129, 242], [130, 241], [131, 259], [132, 258], [135, 255], [136, 254], [137, 253], [139, 251], [140, 250], [142, 177], [143, 176], [144, 175], [146, 173], [151, 270], [154, 293], [155, 292], [168, 303], [173, 191], [176, 188], [177, 187], [178, 186], [179, 185], [185, 220], [186, 219], [187, 218], [188, 217], [195, 212], [196, 211], [197, 210], [199, 208], [200, 207], [201, 266], [203, 264], [204, 263], [205, 262], [207, 312], [218, 297], [219, 296], [220, 295], [221, 294], [224, 290], [230, 265], [243, 314], [244, 313], [255, 281], [256, 280], [257, 279], [258, 278], [259, 277], [260, 276], [263, 273], [264, 272], [265, 271], [287, 306], [292, 302], [293, 301]]",C1D+R2D
4FB0,ablation,"[[9, 297], [17, 260], [18, 259], [19, 258], [20, 257], [21, 256], [22, 255], [26, 71], [27, 70], [28, 69], [31, 43], [32, 42], [33, 41], [48, 80], [49, 79], [50, 78], [51, 77], [53, 74], [54, 73], [55, 72], [56, 182], [57, 181], [58, 204], [78, 375], [83, 371], [84, 370], [85, 369], [86, 368], [87, 367], [88, 139], [89, 116], [90, 115], [91, 114], [106, 152], [107, 151], [115, 314], [117, 312], [118, 311], [119, 310], [120, 309], [121, 308], [128, 244], [129, 243], [133, 236], [134, 380], [139, 313], [146, 343], [147, 342], [151, 338], [160, 278], [161, 277], [162, 276], [164, 219], [165, 218], [166, 217], [167, 216], [168, 215], [169, 214], [197, 275], [198, 248], [199, 247], [200, 246], [201, 245], [216, 360], [217, 359], [223, 306], [224, 305], [225, 304], [244, 254], [245, 253], [275, 284], [276, 283], [297, 326], [298, 325], [299, 324], [306, 319], [307, 318], [308, 317], [309, 316], [310, 315], [331, 357], [332, 356], [333, 355], [334, 354], [335, 353], [337, 351], [338, 349], [339, 348], [340, 347], [341, 346], [343, 358], [360, 389], [362, 387], [363, 386], [364, 385], [365, 384], [366, 383], [368, 379], [369, 378], [370, 377], [371, 376]]",C1D+R2D
4FAQ,ablation,"[[13, 140], [19, 262], [20, 261], [21, 260], [22, 259], [23, 258], [24, 257], [25, 256], [26, 162], [28, 73], [29, 72], [30, 71], [32, 352], [33, 45], [34, 44], [35, 43], [50, 82], [51, 81], [52, 80], [53, 79], [55, 76], [56, 75], [57, 74], [58, 208], [59, 207], [60, 136], [85, 373], [86, 372], [87, 371], [88, 370], [89, 369], [90, 141], [91, 118], [92, 117], [93, 116], [108, 154], [109, 153], [117, 316], [118, 315], [119, 314], [120, 313], [121, 312], [122, 311], [123, 310], [130, 246], [131, 245], [135, 238], [136, 253], [149, 344], [162, 280], [163, 279], [164, 278], [166, 221], [167, 220], [168, 219], [169, 218], [170, 217], [171, 216], [199, 277], [200, 250], [201, 249], [202, 248], [203, 247], [225, 308], [226, 307], [227, 306], [247, 255], [277, 286], [278, 285], [299, 328], [300, 327], [301, 326], [308, 321], [309, 320], [310, 319], [311, 318], [312, 317], [333, 359], [334, 358], [335, 357], [336, 356], [337, 355], [339, 353], [340, 351], [341, 350], [342, 349], [344, 361], [345, 360], [365, 388], [366, 387], [367, 386], [370, 381], [371, 380], [372, 379], [373, 378], [376, 384]]",C1D+R2D
2MXJ,ablation,"[[1, 10], [2, 9]]",C1D+R2D
2F87,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",C1D+R2D
1RNG,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",C1D+R2D
5E08,ablation,[],C1D+R2D
1VOP,ablation,"[[1, 13], [2, 12], [3, 11], [4, 10], [5, 9]]",C1D+R2D
1HS8,ablation,"[[1, 12], [2, 11], [3, 10]]",C1D+R2D
1ESH,ablation,"[[1, 13], [2, 12], [3, 11], [4, 10], [5, 9]]",C1D+R2D
5TC1_2,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D+R2D
5TC1_11,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D+R2D
1ROQ,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D+R2D
1C0O,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D+R2D
1FHK,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11]]",C1D+R2D
6BY5,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D+R2D
4IFD_0,ablation,"[[1, 13], [2, 11], [3, 10], [4, 9]]",C1D+R2D
2MN0,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12]]",C1D+R2D
5TC1_8,ablation,"[[1, 16], [2, 15], [3, 14], [4, 13], [6, 12], [7, 11]]",C1D+R2D
2XLJ,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12], [5, 11]]",C1D+R2D
2F8K,ablation,"[[2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",C1D+R2D
2LBJ,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12], [7, 11]]",C1D+R2D
6T0U_0,ablation,[],C1D+R2D
1J4Y,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12], [7, 11]]",C1D+R2D
2LBK,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",C1D+R2D
1WKS,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",C1D+R2D
2M4W,ablation,"[[1, 17], [2, 16], [3, 15], [4, 13], [5, 12], [6, 11]]",C1D+R2D
2KRW,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [7, 11]]",C1D+R2D
1Z30,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13], [7, 12]]",C1D+R2D
2QH4,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13]]",C1D+R2D
1HLX,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",C1D+R2D
2AB4,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [6, 14], [8, 12]]",C1D+R2D
4L8H,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [6, 16], [7, 15], [8, 14], [9, 13]]",C1D+R2D
2Y8W,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13], [7, 12]]",C1D+R2D
7D12,ablation,"[[2, 19], [4, 17], [5, 16], [7, 14], [8, 13]]",C1D+R2D
2RPT,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [6, 15], [7, 14], [8, 13]]",C1D+R2D
1D0T,ablation,"[[1, 21], [2, 20], [3, 19], [4, 18], [5, 17], [6, 16], [8, 15], [9, 14]]",C1D+R2D
1F9L,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [7, 16], [8, 15], [9, 14]]",C1D+R2D
2KD8,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D+R2D
2K66,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D+R2D
2G1W,ablation,"[[6, 21], [7, 20], [8, 19], [9, 18]]",C1D+R2D
2JYM,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [7, 17], [8, 16], [9, 15]]",C1D+R2D
1JUR,ablation,"[[1, 22], [2, 21], [3, 20], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",C1D+R2D
1K2G,ablation,[],C1D+R2D
1K6G,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D+R2D
4A4T,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D+R2D
1S34,ablation,"[[1, 23], [2, 22], [4, 21], [8, 18], [9, 17]]",C1D+R2D
1RHT,ablation,"[[2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [10, 15]]",C1D+R2D
1NYB,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16]]",C1D+R2D
2ANR,ablation,"[[1, 25], [2, 24], [3, 23], [4, 22], [5, 21]]",C1D+R2D
2IXY,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [6, 21], [7, 20], [8, 19], [9, 18], [10, 17], [11, 15]]",C1D+R2D
484D,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [6, 22], [7, 21]]",C1D+R2D
1FQZ,ablation,"[[1, 27], [2, 26], [3, 25], [9, 20], [10, 19]]",C1D+R2D
6HIX_0,ablation,"[[2, 27], [3, 26], [4, 25], [5, 24], [6, 23], [7, 22], [8, 21], [9, 20], [10, 19]]",C1D+R2D
1JID,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [6, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",C1D+R2D
1UUD,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",C1D+R2D
1NBR,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [9, 22], [10, 21], [11, 20], [12, 19]]",C1D+R2D
1EBQ,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [6, 24], [7, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",C1D+R2D
6MCE,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 25], [7, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",C1D+R2D
1AJU,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 25], [7, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",C1D+R2D
1KP7,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [6, 25], [7, 24]]",C1D+R2D
7BOG_1,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16], [10, 15]]",C1D+R2D
2LDT,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [10, 21], [11, 20], [12, 19], [13, 18]]",C1D+R2D
1JO7,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [6, 27], [7, 26], [8, 25], [11, 22], [12, 21], [13, 20], [14, 19]]",C1D+R2D
6EML_0,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16], [10, 15]]",C1D+R2D
2LBS,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",C1D+R2D
2LWK,ablation,"[[2, 32], [3, 31], [4, 30], [5, 29], [7, 28], [8, 27], [9, 26], [12, 23], [13, 22], [14, 21], [15, 20]]",C1D+R2D
2DR5,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D+R2D
1KAJ,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [8, 32], [9, 31], [10, 30], [11, 29], [12, 28], [13, 27]]",C1D+R2D
5A17,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25]]",C1D+R2D
2JXV,ablation,"[[1, 33], [2, 32], [3, 31], [4, 30], [5, 29], [6, 28], [7, 27], [8, 26], [11, 22], [12, 21], [13, 20], [14, 19]]",C1D+R2D
2DR7,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D+R2D
2ZHB,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D+R2D
2L3C,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [11, 24], [12, 23], [13, 22], [14, 21], [15, 20]]",C1D+R2D
1R7W,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",C1D+R2D
2JTP,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [11, 24]]",C1D+R2D
1RNK,ablation,"[[1, 31], [2, 18], [3, 17], [4, 16], [5, 15], [8, 33], [9, 32], [11, 30], [12, 29]]",C1D+R2D
2KPV,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 29], [6, 28], [7, 27], [8, 26], [11, 22], [12, 21], [13, 20], [14, 19]]",C1D+R2D
2ZH3,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D+R2D
1P5N,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [8, 26], [9, 25], [10, 24], [11, 23], [12, 22], [13, 21]]",C1D+R2D
6E80_0,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30]]",C1D+R2D
2L3E,ablation,"[[1, 35], [2, 34], [3, 33], [4, 32], [5, 31], [6, 30], [7, 29], [13, 28], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",C1D+R2D
2DRB,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D+R2D
6E82,ablation,"[[1, 36], [2, 35], [3, 34], [4, 33], [5, 32], [6, 31], [16, 27], [17, 26], [19, 24]]",C1D+R2D
2N6S,ablation,"[[1, 36], [2, 35], [3, 34], [4, 33], [5, 32], [6, 31], [7, 30], [8, 29], [9, 28], [10, 27], [11, 26], [12, 25], [13, 24], [14, 23], [15, 21], [16, 20]]",C1D+R2D
4OJI_0,ablation,"[[8, 30], [9, 29]]",C1D+R2D
1TXS,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [7, 34], [8, 33], [9, 32], [10, 31], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",C1D+R2D
1F1T,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [5, 34], [6, 33], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",C1D+R2D
1ZC5,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [5, 37], [6, 33], [7, 32], [8, 31], [9, 30], [10, 29], [11, 28], [12, 27], [13, 26], [14, 25], [15, 24], [16, 23], [17, 21]]",C1D+R2D
5V17,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [5, 37], [6, 36], [7, 35], [13, 34], [14, 33], [15, 32], [16, 31], [17, 30], [18, 29], [19, 28], [20, 27]]",C1D+R2D
2L2J,ablation,"[[1, 42], [2, 41], [3, 40], [6, 37], [7, 36], [8, 35], [9, 34], [10, 33], [11, 32], [12, 31], [13, 30], [14, 29], [16, 27], [17, 26], [18, 25], [19, 24]]",C1D+R2D
5WLH_0,ablation,"[[6, 25], [8, 23], [9, 22], [10, 21], [11, 20]]",C1D+R2D
2MTK,ablation,"[[1, 46], [2, 45], [3, 44], [4, 43], [5, 42], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17], [15, 47], [23, 36], [24, 35], [25, 34], [26, 33], [27, 32]]",C1D+R2D
2PXT,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",C1D+R2D
2LU0,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [8, 41], [9, 40], [10, 39], [11, 38], [14, 32]]",C1D+R2D
2PXD,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",C1D+R2D
1DUL,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",C1D+R2D
2PXP,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",C1D+R2D
7D82,ablation,"[[1, 50], [2, 49], [3, 48], [4, 47], [5, 46], [6, 45], [7, 44], [19, 40], [21, 38], [22, 37], [23, 35], [24, 34], [25, 32], [26, 31]]",C1D+R2D
4K27,ablation,"[[1, 55], [2, 54], [3, 53], [4, 52], [12, 44], [16, 40], [18, 38], [19, 37], [23, 34], [24, 33], [25, 32]]",C1D+R2D
4PKD,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [13, 27], [14, 26], [15, 25], [16, 24], [20, 36], [25, 31], [26, 52], [27, 51], [43, 55], [44, 54]]",C1D+R2D
1MZP,ablation,"[[1, 55], [2, 54], [3, 53], [4, 52], [24, 37], [25, 36], [26, 35], [39, 46]]",C1D+R2D
4M4O,ablation,"[[1, 59], [2, 58], [3, 57], [4, 56], [5, 55], [6, 54], [8, 52], [9, 51], [10, 50], [11, 49]]",C1D+R2D
7N3O_1,ablation,"[[15, 53], [17, 50], [18, 49], [19, 48], [28, 40], [29, 39]]",C1D+R2D
5UZ9,ablation,"[[17, 29], [46, 60], [47, 59], [48, 58], [49, 57], [50, 56]]",C1D+R2D
2N3R,ablation,"[[1, 61], [2, 60], [3, 59], [4, 58], [5, 57], [7, 56], [8, 55], [9, 54], [34, 45], [36, 43], [37, 42]]",C1D+R2D
4XW7,ablation,"[[1, 45], [2, 44], [3, 43], [4, 42], [5, 41], [6, 40], [7, 39], [20, 33], [21, 32], [22, 31], [23, 30], [24, 29], [40, 48], [51, 62], [52, 61], [53, 60], [54, 59]]",C1D+R2D
2XO1_0,ablation,"[[2, 64], [3, 63], [4, 62], [5, 61], [6, 60], [7, 37], [10, 30], [12, 28], [13, 27], [14, 26], [15, 25], [16, 24], [22, 46], [23, 45], [31, 38], [39, 57], [40, 56], [41, 55], [42, 54], [43, 53], [44, 52]]",C1D+R2D
2EEW,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [11, 31], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",C1D+R2D
3G4M,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [11, 31], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [32, 39], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",C1D+R2D
1KXK,ablation,"[[1, 70], [2, 66], [3, 65], [11, 61], [12, 60], [13, 59], [14, 58], [15, 57], [16, 21], [19, 54], [20, 53], [21, 52], [22, 51], [23, 50], [24, 49], [25, 48], [26, 47], [27, 46], [28, 43], [29, 42], [30, 41], [31, 40], [32, 39], [33, 38]]",C1D+R2D
5KPY,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [15, 31], [16, 30], [17, 29], [18, 28], [19, 27], [45, 57], [46, 56], [47, 55]]",C1D+R2D
4LX5,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [8, 64], [9, 63], [10, 40], [13, 33], [14, 32], [15, 31], [16, 30], [17, 29], [18, 28], [40, 62], [42, 60], [43, 59], [44, 58], [45, 57], [46, 56], [47, 55]]",C1D+R2D
2AKE,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [15, 19], [18, 55], [20, 54], [21, 53], [22, 52], [23, 51], [24, 50], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [32, 36], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60], [54, 58]]",C1D+R2D
2MF0,ablation,"[[1, 16], [2, 15], [3, 14], [4, 13], [5, 67], [20, 35], [21, 34], [22, 33], [23, 32], [24, 31], [30, 46], [31, 45], [32, 44], [33, 43], [34, 42], [43, 57], [44, 56], [45, 55], [46, 54], [47, 53], [58, 72], [59, 71], [60, 70], [61, 69], [62, 68]]",C1D+R2D
5AXM_0,ablation,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [6, 65], [9, 24], [10, 23], [11, 22], [12, 21], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",C1D+R2D
5VW1_0,ablation,"[[14, 37], [19, 30], [20, 29], [21, 28], [22, 27], [30, 63], [43, 51], [44, 50]]",C1D+R2D
3TUP_0,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [51, 63], [52, 62], [53, 61]]",C1D+R2D
1J1U_0,ablation,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [13, 31], [15, 29], [16, 28], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",C1D+R2D
5X6B,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [11, 23], [12, 22], [13, 21], [14, 20], [15, 19], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",C1D+R2D
2IHX,ablation,"[[1, 75], [2, 74], [3, 73], [4, 72], [5, 71], [6, 70], [7, 69], [8, 68], [17, 33], [18, 32], [19, 31], [20, 30], [21, 29], [42, 54], [43, 53], [44, 52], [45, 51]]",C1D+R2D
7MRL,ablation,"[[1, 75], [2, 74], [3, 73], [4, 72], [5, 71], [6, 70], [7, 69], [10, 25], [11, 24], [12, 23], [13, 22], [27, 46], [28, 45], [29, 44], [30, 43], [31, 42], [32, 41], [33, 40], [34, 39], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64]]",C1D+R2D
7KJU_0,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [9, 25], [10, 24], [11, 23], [12, 22], [25, 45], [26, 44], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [33, 37], [50, 65], [51, 63], [52, 62], [53, 61]]",C1D+R2D
